iter	Logloss
158	0.1579338858
159	0.1578281977
160	0.1577131428
161	0.1575702897
162	0.1574017416
163	0.157266074
164	0.1572408873
165	0.1571989879
166	0.1570407852
167	0.1568643169
168	0.1567499674
169	0.1566058779
170	0.1564574256
171	0.1563277136
172	0.1561747405
173	0.1560610444
174	0.1560191374
175	0.1558634368
176	0.1557233176
177	0.1555783005
178	0.1554916419
179	0.1553421808
180	0.1552511889
181	0.1551306714
182	0.1549605033
183	0.154834817
184	0.1547152011
185	0.1545934092
186	0.1544914673
187	0.1543542435
188	0.1541829842
189	0.154060656
190	0.1539474411
191	0.1538907339
192	0.1537303694
193	0.1536199101
194	0.1535101032
195	0.1534170415
196	0.1532189235
197	0.1530427662
198	0.1529048847
199	0.1528781452
200	0.1527795625
201	0.1526652163
202	0.1525439738
203	0.1524445274
204	0.1523208934
205	0.1522332986
206	0.1521628294
207	0.1520594733
208	0.1519565593
209	0.1518059139
210	0.1517245608
211	0.151626237
212	0.1514976021
213	0.1514029507
214	0.1512667575
215	0.1511099516
216	0.1510101606
217	0.1509478056
218	0.1507539419
219	0.1507230987
220	0.1505655061
221	0.1504370153
222	0.1502715339
223	0.1501569319
224	0.1500499652
225	0.1499481088
226	0.149835537
227	0.1497286927
228	0.1496218061
229	0.1495476445
230	0.1494469833
231	0.1493118754
232	0.1492224021
233	0.1491419647
234	0.1490215566
235	0.1489578195
236	0.1488870485
237	0.1487922183
238	0.1487217751
239	0.1486233528
240	0.1485151501
241	0.1483941526
242	0.1482940918
243	0.148227547
244	0.148139199
245	0.1480818547
246	0.1479851325
247	0.147878739
248	0.1477716953
249	0.1477124872
250	0.1476434657
251	0.1475466363
252	0.1474539603
253	0.1473771796
254	0.1472385092
255	0.1470963799
256	0.1470120821
257	0.1468769866
258	0.1467161707
259	0.1466021881
260	0.1465090587
261	0.1464061539
262	0.1462647891
263	0.1461569381
264	0.1460575497
265	0.1459332774
266	0.1458504538
267	0.1457356839
268	0.1456357661
269	0.1455156702
270	0.1453894274
271	0.1452589237
272	0.1451644615
273	0.1450422687
274	0.1449347173
275	0.1448234481
276	0.1447286688
277	0.1446668248
278	0.1445870125
279	0.1445178383
280	0.1444243009
281	0.1442995291
282	0.1441981983
283	0.1441023831
284	0.1439891422
285	0.1438887454
286	0.1437812981
287	0.1437423878
288	0.143675195
289	0.1435685192
290	0.143559407
291	0.1434163978
292	0.1433683829
293	0.1432566379
294	0.1431642438
295	0.1430764176
296	0.1430307727
297	0.1429435159
298	0.1428487102
299	0.1428401761
300	0.1427765581
301	0.1426925382
302	0.1425588839
303	0.1424488597
304	0.1423123605
305	0.1422238657
306	0.1421263531
307	0.1420138501
308	0.1419176605
309	0.1418672736
310	0.1417787756
311	0.1417288134
312	0.141631615
313	0.1415495706
314	0.141474458
315	0.1413499528
316	0.14133896
317	0.1412558189
318	0.141166013
319	0.1411003756
320	0.1410136315
321	0.1409744931
322	0.1408765606
323	0.140801078
324	0.1407163234
325	0.1405630029
326	0.140444501
327	0.1403555278
328	0.1402770599
329	0.1401871104
330	0.1401168834
331	0.1400189454
332	0.1398874074
333	0.139756771
334	0.1397114533
335	0.1395909992
336	0.139525389
337	0.1394384335
338	0.1393454504
339	0.1392210823
340	0.1391648828
341	0.1390460243
342	0.1389688957
343	0.1388163539
344	0.1387396896
345	0.138580756
346	0.1380076086
347	0.1379430104
348	0.1378580136
349	0.1377524984
350	0.1376467448
351	0.1376014845
352	0.1374569159
353	0.1373655837
354	0.1372727539
355	0.1371633501
356	0.1370551702
357	0.1369464231
358	0.13686739
359	0.1367767123
360	0.1367177387
361	0.1366058724
362	0.1364914828
363	0.1364245907
364	0.1363818877
365	0.1363223897
366	0.1362394198
367	0.1361171831
368	0.1361054123
369	0.1360231365
370	0.1359413586
371	0.135835574
372	0.135755965
373	0.1357391743
374	0.1357367014
375	0.1356533127
376	0.1355216404
377	0.1354350989
378	0.1353205126
379	0.1352572479
380	0.1351708191
381	0.1350577792
382	0.1349831554
383	0.1348528431
384	0.1347545068
385	0.1346890158
386	0.1346199943
387	0.1345869481
388	0.134470167
389	0.1344428429
390	0.1343734232
391	0.1342833322
392	0.1341562724
393	0.1340497797
394	0.1339840725
395	0.1338859649
396	0.1337927504
397	0.1336847353
398	0.1335828583
399	0.1335310627
400	0.1334330629
401	0.1333253279
402	0.1332398748
403	0.1331213512
404	0.133054212
405	0.132953112
406	0.1328439682
407	0.1328008389
408	0.1327074586
409	0.1325893305
410	0.1325102709
411	0.1324131619
412	0.1323514213
413	0.1322757149
414	0.1322262236
415	0.1321617355
416	0.1321079536
417	0.1320362139
418	0.1319479955
419	0.1318413352
420	0.131753606
421	0.1316652787
422	0.1315565879
423	0.1314992614
424	0.131411724
425	0.131324897
426	0.1312118858
427	0.131114274
428	0.1310644484
429	0.1309719588
430	0.1309433029
431	0.1308251001
432	0.1307534768
433	0.1306472236
434	0.1306253826
435	0.1305895976
436	0.1305088258
437	0.1304103514
438	0.1303806753
439	0.1302975082
440	0.1302477671
441	0.1301608024
442	0.1301607407
443	0.1300924663
444	0.1300548229
445	0.1299383202
446	0.1298567682
447	0.1297274767
448	0.1296170407
449	0.129508513
450	0.1294300103
451	0.1293243873
452	0.1292583642
453	0.1291747322
454	0.12909159
455	0.1290609207
456	0.1289441195
457	0.1288751252
458	0.1288414163
459	0.1287787319
460	0.1287466588
461	0.1286302574
462	0.1285422373
463	0.1284717248
464	0.1283771211
465	0.1283167432
466	0.1282624785
467	0.1281758633
468	0.1280926496
469	0.1280027868
470	0.1279395367
471	0.1278468673
472	0.1278171505
473	0.1277564052
474	0.1276691913
475	0.127570303
476	0.1274623653
477	0.1273837825
478	0.1273693448
479	0.1273369168
480	0.1272333098
481	0.1271883161
482	0.1270718042
483	0.1269511789
484	0.1268948819
485	0.1268209457
486	0.1266919467
487	0.1266210207
488	0.1265308241
489	0.126433163
490	0.1263681656
491	0.1262720773
492	0.1261779673
493	0.1260797491
494	0.1260046415
495	0.1259054638
496	0.1258688893
497	0.1257633026
498	0.1256672322
499	0.1256054326
500	0.1255322809
501	0.1254744494
502	0.1253830295
503	0.1253578666
504	0.1253375725
505	0.1252658885
506	0.1252042141
507	0.1251151721
508	0.1250697016
509	0.1250335594
510	0.124993014
511	0.1249047674
512	0.1247871649
513	0.124689235
514	0.1246161787
515	0.1245351588
516	0.1244587974
517	0.1244325411
518	0.1243314324
519	0.1242991128
520	0.124232536
521	0.1241740517
522	0.1240963228
523	0.1240453268
524	0.1239810717
525	0.123900009
526	0.1238521653
527	0.1237909053
528	0.1237697508
529	0.1236809147
530	0.123645614
531	0.1236040511
532	0.1234885762
533	0.1234391364
534	0.1233464757
535	0.1232468125
536	0.1231729608
537	0.1230984172
538	0.1230216857
539	0.1229383815
540	0.122863236
541	0.1227515809
542	0.1227295839
543	0.1226644651
544	0.1225855978
545	0.1225277848
546	0.1224770246
547	0.1223908591
548	0.1223271056
549	0.1222184354
550	0.1221810623
551	0.1220813748
552	0.1220053824
553	0.1219199825
554	0.1218432413
555	0.1217753684
556	0.1216949944
557	0.121578172
558	0.1215050041
559	0.1214335044
560	0.1214017238
561	0.1212985931
562	0.1212034211
563	0.1211549343
564	0.1211433541
565	0.1210723372
566	0.1209851135
567	0.1209133348
568	0.1208468685
569	0.1207549858
570	0.1207087708
571	0.1206578773
572	0.1205945757
573	0.1204989345
574	0.1204472683
575	0.1203992351
576	0.1203071914
577	0.1202184534
578	0.1201542026
579	0.1200947783
580	0.1200160909
581	0.1199144295
582	0.119885338
583	0.1198312397
584	0.1198219129
585	0.1197450986
586	0.1196585771
587	0.1196139328
588	0.1195803259
589	0.1195415364
590	0.1194952689
591	0.1194195869
592	0.1193248532
593	0.1192305102
594	0.1191632545
595	0.119136743
596	0.1190648873
597	0.118980998
598	0.1188979024
599	0.1188460293
600	0.1187718292
601	0.1187093696
602	0.1186316732
603	0.1185610723
604	0.118521694
605	0.1184453087
606	0.1183883507
607	0.118325157
608	0.1182943674
609	0.1182102185
610	0.1181876737
611	0.1181186528
612	0.1180784314
613	0.1179907829
614	0.1179081067
615	0.1178288856
616	0.117767858
617	0.1177006901
618	0.1176601674
619	0.117544173
620	0.11744501
621	0.1173724456
622	0.1173569958
623	0.1173062377
624	0.117226918
625	0.1171530371
626	0.1171255032
627	0.1170459755
628	0.1169591354
629	0.1168835629
630	0.1168191772
631	0.1167725011
632	0.1167078283
633	0.1166319334
634	0.1165756244
635	0.1164753995
636	0.1163973118
637	0.1163352819
638	0.1162744033
639	0.1162116068
640	0.1161123923
641	0.1160880383
642	0.1160664379
643	0.1159765128
644	0.1158974347
645	0.1158364131
646	0.1157848017
647	0.1157395338
648	0.1156975331
649	0.1156204955
650	0.1155816671
651	0.1155352196
652	0.115487156
653	0.1154475327
654	0.1153884259
655	0.1153093397
656	0.1152514352
657	0.1151924578
658	0.1151076365
659	0.115050277
660	0.1150010231
661	0.1149334195
662	0.114872691
663	0.1148032388
664	0.1147143908
665	0.1146248184
666	0.114576077
667	0.1145557861
668	0.1144925539
669	0.1144134926
670	0.1143503612
671	0.114294094
672	0.1142373283
673	0.1142221137
674	0.1141971031
675	0.1141325602
676	0.1140577138
677	0.1140036149
678	0.1139489688
679	0.1139036706
680	0.1138683449
681	0.1138607341
682	0.1137564423
683	0.1137115531
684	0.1136157856
685	0.1135333473
686	0.1134619044
687	0.1133895703
688	0.1133323528
689	0.1132635805
690	0.1132575578
691	0.1131864313
692	0.1131165457
693	0.1130276175
694	0.1129503003
695	0.1128812279
696	0.1128228097
697	0.112761268
698	0.1126953727
699	0.1126238709
700	0.1125435309
701	0.112463748
702	0.1123917
703	0.1123398577
704	0.1123001066
705	0.112237356
706	0.1121440224
707	0.1120869571
708	0.1120367403
709	0.1119521249
710	0.1118611638
711	0.1118135602
712	0.1117739093
713	0.1117116935
714	0.1116732986
715	0.1116020448
716	0.1115336827
717	0.1114453744
718	0.1114140322
719	0.111367206
720	0.1113175923
721	0.1112720903
722	0.1112405146
723	0.1111634082
724	0.1110884403
725	0.111024241
726	0.1109710415
727	0.1109100822
728	0.1109009635
729	0.1108789248
730	0.1107880558
731	0.1107337668
732	0.1106804253
733	0.1106248419
734	0.1105723701
735	0.1105348772
736	0.1104820343
737	0.1104739569
738	0.1104125002
739	0.1103770484
740	0.1102921377
741	0.1102307054
742	0.1101688971
743	0.1101348355
744	0.1100646443
745	0.1100181199
746	0.1099409865
747	0.1098887601
748	0.1098196075
749	0.1097508201
750	0.109692799
751	0.1096203197
752	0.1095672281
753	0.1095221623
754	0.1094642875
755	0.1094223778
756	0.1093529332
757	0.1093018533
758	0.1092790657
759	0.1092202173
760	0.1091519029
761	0.1090646137
762	0.109000701
763	0.1089449761
764	0.1088875554
765	0.1088301981
766	0.1087518287
767	0.1086920284
768	0.1086547798
769	0.1085833283
770	0.1085574097
771	0.108462074
772	0.1084260462
773	0.1083511569
774	0.1082971008
775	0.1082362819
776	0.1081571334
777	0.1080935284
778	0.1080591862
779	0.1080070887
780	0.1079339863
781	0.1079041341
782	0.1078551543
783	0.1077950976
784	0.107742246
785	0.1076858867
786	0.1076416082
787	0.1075691224
788	0.1075185133
789	0.1074801638
790	0.1074083005
791	0.1073490978
792	0.1072949951
793	0.1072279431
794	0.1071881785
795	0.1070846576
796	0.1069935703
797	0.1069871758
798	0.10690718
799	0.1068872093
800	0.1067836083
801	0.1067302495
802	0.1066539277
803	0.106591486
804	0.1065111135
805	0.1064549823
806	0.1063975188
807	0.1063151687
808	0.1062598914
809	0.1062193314
810	0.1061741247
811	0.1060997474
812	0.1059991578
813	0.1059346643
814	0.1058608976
815	0.1057979168
816	0.1057183511
817	0.1056705064
818	0.1055825339
819	0.1055441427
820	0.1054927925
821	0.1054228868
822	0.1053484656
823	0.1053154389
824	0.1052597254
825	0.1052254065
826	0.1051672765
827	0.1051283576
828	0.1050751197
829	0.1050130854
830	0.1049632501
831	0.1049340523
832	0.1048651544
833	0.1048212411
834	0.1047597719
835	0.1047186023
836	0.1046465998
837	0.1045863232
838	0.1045761441
839	0.1045412872
840	0.1044944719
841	0.1044343909
842	0.1043828288
843	0.1043436866
844	0.1042561975
845	0.1042190172
846	0.1041641387
847	0.1041524523
848	0.1040754505
849	0.1040409186
850	0.1039909809
851	0.1039241684
852	0.1038656239
853	0.1038134322
854	0.103763125
855	0.103697051
856	0.1036684509
857	0.1036332396
858	0.1035888895
859	0.1035263221
860	0.1034585414
861	0.1033927193
862	0.1033437845
863	0.1032758065
864	0.1032099183
865	0.1031472978
866	0.1031121342
867	0.1030756448
868	0.1030205945
869	0.1029747295
870	0.1028968196
871	0.102827264
872	0.1027668584
873	0.102724726
874	0.1026739598
875	0.1025953748
876	0.1025227373
877	0.1024655495
878	0.1024178966
879	0.1023488171
880	0.1022879543
881	0.1022417442
882	0.1021785044
883	0.1021070464
884	0.1020333328
885	0.1019594513
886	0.1018858304
887	0.1018299468
888	0.1017990001
889	0.101761628
890	0.1017016034
891	0.1016516905
892	0.1015798424
893	0.1015369661
894	0.1014865087
895	0.1014270606
896	0.1013647798
897	0.1012956109
898	0.1012086083
899	0.1011146196
900	0.1010744762
901	0.1010033167
902	0.1009542887
903	0.10089302
904	0.100825592
905	0.1008041146
906	0.1007317664
907	0.100693185
908	0.100651641
909	0.1005885784
910	0.1005165612
911	0.1004454446
912	0.1004054182
913	0.1003487197
914	0.1003258433
915	0.100260595
916	0.10025295
917	0.1001662687
918	0.1000971535
919	0.1000371977
920	0.09998708166
921	0.09993764508
922	0.09990326059
923	0.09987684291
924	0.09986591022
925	0.0998024174
926	0.09975371389
927	0.09972709682
928	0.09968006968
929	0.0996493538
930	0.09959452673
931	0.09950829296
932	0.0994904565
933	0.0994299041
934	0.09935603179
935	0.09930698531
936	0.09925407897
937	0.09920293134
938	0.09918071379
939	0.09916056216
940	0.09910573021
941	0.09904884534
942	0.09903009376
943	0.09898813635
944	0.09892396356
945	0.09887826278
946	0.09885005224
947	0.09880150044
948	0.09874980071
949	0.09868973106
950	0.09863961505
951	0.09858378129
952	0.09851261587
953	0.09848086079
954	0.09848050049
955	0.09838316445
956	0.09835712007
957	0.09830551678
958	0.09825882015
959	0.09823879802
960	0.09818292091
961	0.09812748972
962	0.09806800469
963	0.0980296498
964	0.09802311933
965	0.09796487017
966	0.09788896444
967	0.09784669333
968	0.09777630107
969	0.0977297426
970	0.09767885179
971	0.0976421115
972	0.09758839352
973	0.09753452383
974	0.09747022155
975	0.09742952819
976	0.09739654645
977	0.09739621649
978	0.09731839436
979	0.09725530032
980	0.09722153566
981	0.09718090515
982	0.09713561018
983	0.09708157579
984	0.09704887795
985	0.09698442125
986	0.09694664718
987	0.0968860276
988	0.09685737277
989	0.0968335352
990	0.09677425389
991	0.09674003411
992	0.09668464843
993	0.09662125639
994	0.09656045312
995	0.09651466457
996	0.09645542877
997	0.09640552731
998	0.09636223868
999	0.09633021703
